stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,sa2_code21,sa2_name21,sa4_name21,geometry
206592,Rocklands Rd At Morton St,-33.8320433517365,151.199958530442,0,121041414,Crows Nest - Waverton,Sydney - North Sydney and Hornsby,POINT (151.19996396651464 -33.83203066746591)
206593,Shirley Rd At Belmont Lane,-33.8317654176307,151.195691180035,0,121041414,Crows Nest - Waverton,Sydney - North Sydney and Hornsby,POINT (151.19569661675433 -33.831752732959835)
206594,Pacific Hwy Opp Bellevue Av,-33.8235395003948,151.187483686176,0,121011401,St Leonards - Naremburn,Sydney - North Sydney and Hornsby,POINT (151.18748912516938 -33.823526814900276)
206595,Milner Cr Opp Selwyn St,-33.8303724715632,151.196378736256,0,121041414,Crows Nest - Waverton,Sydney - North Sydney and Hornsby,POINT (151.19638417306382 -33.83035978694672)
206596,Milner Cr At Shirley Rd,-33.8306672379326,151.197775070856,0,121041414,Crows Nest - Waverton,Sydney - North Sydney and Hornsby,POINT (151.1977805074249 -33.83065455344853)
206597,Ivy St At Rocklands Rd,-33.8336502558466,151.197489283327,0,121041414,Crows Nest - Waverton,Sydney - North Sydney and Hornsby,POINT (151.1974947195369 -33.83363757135679)
206598,Hazelbank Rd Opp Brennan Park,-33.8336077823364,151.198998714887,0,121041414,Crows Nest - Waverton,Sydney - North Sydney and Hornsby,POINT (151.19900415088705 -33.83359509798719)
206599,King St At King Lane,-33.8347367240864,151.19918357676,0,121041414,Crows Nest - Waverton,Sydney - North Sydney and Hornsby,POINT (151.1991890125823 -33.83472403976238)
2066100,Pacific Hwy At Burley St,-33.8114806683516,151.175647880058,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.17565332235546 -33.811467981668365)
2066101,Pacific Hwy Opp Eric Rd,-33.8088853347526,151.178317087174,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1783225294379 -33.80887264830009)
2066102,Pacific Hwy Opp Palmer St,-33.8074357959796,151.179347418486,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.17935286079688 -33.807423109613005)
2066103,Forth Av Before Second Av,-33.8192220762324,151.176391751928,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.17639719308306 -33.81920938967288)
2066104,"Lane Cove Country Club, River Rd",-33.8251244308557,151.17716499824,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.17717043849444 -33.825111744409725)
2066105,"Bushland Park, River Rd",-33.8250186706725,151.178422923294,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.17842836338298 -33.825005984343115)
2066106,"Greenwich Public School, River Rd",-33.8266757233011,151.183221401962,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.1832268411439 -33.826663037430926)
2066107,"Greenwich Hospital, River Rd",-33.8268023867758,151.183205990045,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.18321142921215 -33.826789700905096)
2066108,Northwood Rd At Fleming St,-33.8258343828262,151.175094432771,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.17509987322606 -33.82582169619212)
2066110,Northwood Rd Opp Upper Cliff Rd,-33.8274541017003,151.176749494137,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.17675493413887 -33.82744141523194)
2066112,Northwood Rd At Cliff Rd,-33.8295552259338,151.17775872359,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.17776416316636 -33.829542539574305)
2066113,Northwood Rd Opp Cliff Rd,-33.8298085527254,151.177727883298,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.1777333228449 -33.82979586636482)
2066114,Point Rd At Northwood Rd,-33.8309545049417,151.178474687149,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.17848012643574 -33.83094181865879)
2066116,Arabella St Before Woodford St,-33.8258418940195,151.173810115996,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.17381555663343 -33.8258292072657)
2066117,River Rd Opp Lane Cove Country Club,-33.8252613233879,151.178175653887,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.17818109397882 -33.82524863703715)
2066118,River Rd At McMahons Rd,-33.8247642994552,151.173703687667,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1737091284639 -33.82475161268391)
2066119,"Cunninghams Reach, Burns Bay Rd",-33.827702205954,151.146489725434,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1464951697245 -33.82768951666713)
2066120,Burns Bay Rd Opp Cunninghams Reach,-33.8277542823814,151.146816124951,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1468215691879 -33.827741593125296)
2066121,Northwood Rd Opp Kenneth St,-33.8239362004063,151.172616227843,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.17262166890606 -33.82392351352781)
2066122,Longueville Rd At Kenneth St,-33.8239352415707,151.172378681946,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.1723841230431 -33.82392255467005)
2066123,Arabella St Opp Christina St,-33.8285447519491,151.171156318088,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.17116175874264 -33.82853206496683)
2066124,Kenneth St At New St,-33.826297775953,151.170993032128,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.17099847310672 -33.826285088939734)
2066125,Arabella St Opp Cowper St,-33.8300929632876,151.16987131765,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.1698767582809 -33.83008027619638)
2066126,Lucretia Av After Arabella St,-33.8315984819962,151.169048442485,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.1690538830319 -33.83158579483882)
2066127,Lucretia Av At Wilson Lane,-33.8326439138887,151.170902304717,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.17090774485914 -33.83263122691151)
2066128,Poole St At Stuart St,-33.8340508573927,151.170063836353,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.17006927642655 -33.8340381703472)
2066129,Stuart St Opp Poole St,-33.8337281592872,151.16921679437,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16922223460776 -33.83371547216048)
206613,Birdwood Av At Longueville Rd,-33.8131562484781,151.170073350157,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.17007879302582 -33.813143561286815)
2066130,Stuart St At Arabella St,-33.8326332185665,151.167759991788,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16776543238043 -33.83262053129628)
2066131,"Kingsford Smith Oval, Kenneth St",-33.8313019402518,151.166896339185,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.166901780079 -33.83128925289173)
2066133,Kenneth St At Cowper St,-33.8291893511705,151.168618206237,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16862364716783 -33.82917666395611)
2066134,Kenneth St At Christina St,-33.8278733344291,151.16969859205,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16970403300266 -33.827860647306196)
2066135,"Central Park, Kenneth St",-33.8240181611244,151.172058853439,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.17206429457067 -33.82400547419451)
2066136,Mowbray Rd Before Ralston St,-33.8067541379525,151.174209023389,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.17421446652432 -33.8067414511019)
2066138,Ralston St At Murray St,-33.8082167470645,151.173589395066,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.173594838094 -33.808204060166396)
2066140,Murray St At Stokes St,-33.8074266243551,151.175634074899,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.17563951774096 -33.80741393764211)
2066142,Stokes St Before Ralston St,-33.8091208336405,151.174561615148,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.17456705791628 -33.8091081468394)
2066144,Karilla Av At Kyong St,-33.8091814765432,151.166652883976,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1666583278648 -33.809168789005135)
2066148,Mowbray Rd At Lynvale Cl,-33.8061248247459,151.176293868906,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.17629931182802 -33.806112138085304)
2066149,"Chatswood South Uniting Church, Mowbray Rd",-33.805611318573,151.178416700068,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.17842214275586 -33.805598632106786)
2066150,Parklands Av At Landers Rd,-33.8113427304606,151.170147109995,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.170152553096 -33.81133004326347)
2066151,Parklands Av At Kara St,-33.8116782153384,151.17061675955,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.17062220253902 -33.81166552818742)
2066153,Centennial Av At Elizabeth Pde,-33.8083673922158,151.165415275452,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.16542071962635 -33.808354704556656)
2066154,Centennial Av Opp Elizabeth Pde,-33.8084878584436,151.165583026013,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.16558847014727 -33.80847517080093)
2066156,Wangalla Rd After Yallambee Rd,-33.8223928676603,151.165243550893,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16524899321536 -33.822380180083606)
2066157,Yallambee Rd At Tambourine Bay Rd,-33.8218858451655,151.164517237787,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.1645226802809 -33.82187315751755)
2066159,Romani Av At Carranya Rd,-33.8241934981148,151.164219073102,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.1642245153297 -33.82418081045526)
2066160,Romani Av Opp Miramont Av,-33.8254195285084,151.163933149993,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16393859209745 -33.82540684083081)
2066164,Miramont Av After Surada Av,-33.8254613122272,151.162164690275,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16217013262644 -33.82544862438507)
2066166,Miramont Av At Tambourine Bay Rd,-33.8256834520988,151.160124289456,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16012973206912 -33.82567076406807)
2066167,Riverview St Opp Warilla Pl,-33.8241250362766,151.159314591476,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.1593200344132 -33.824112348159474)
2066168,Riverview St Before Loyola Dr,-33.8238551895863,151.157433884639,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.15743932788092 -33.82384250129201)
2066169,"St Ignatius' College, School Grounds, Regis Dr",-33.8229356255399,151.156115450925,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.1561208944782 -33.82292293711631)
206617,Epping Rd At Wingadee St,-33.8104786864994,151.163197114884,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1632025590925 -33.81046599864832)
2066170,Riverview St At Warruga Pl,-33.82368875446,151.154090013696,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.1540954574377 -33.823676065852986)
2066171,Riverview St After Coonah Pde,-33.8227898631971,151.153226023554,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.15323146753934 -33.82277717450327)
2066172,Riverview St Before Kooyong Rd,-33.8221738890267,151.154124588602,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.15413003254142 -33.82216120041225)
2066173,112 Riverview St,-33.8201831995111,151.156511026271,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.15651647013587 -33.82017051110504)
2066174,Riverview St Opp Aminya Pl,-33.8207936440996,151.157911588301,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.15791703188424 -33.820780955828354)
2066176,"River Shops, Hamilton St",-33.8200978505578,151.164635522639,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.1646409653553 -33.82008516290832)
2066179,Mowbray Rd At Hatfield St,-33.8049191383058,151.157606399915,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1576118456649 -33.80490644989466)
2066180,Mowbray Rd Before Hatfield St,-33.8047023558411,151.157088623376,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.15709406922878 -33.804689667380195)
2066181,Mowbray Rd Opp Mowbray Public School,-33.8044026490078,151.15395491762,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.15396036396 -33.804389960252784)
2066182,"Mowbray Public School, Mowbray Rd",-33.8044123637064,151.155002313131,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.15500775932023 -33.80439967504905)
2066183,Mowbray Rd At Hinkler Cres,-33.8039161553352,151.151815943889,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.15182139059925 -33.803903466377506)
2066184,Mowbray Rd Opp Fitzsimmons Av,-33.8037771786067,151.149790932715,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1497963797328 -33.80376448945938)
2066185,Mowbray Rd At Fitzsimmons Av,-33.8035664521015,151.149359817813,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1493652649205 -33.80355376291253)
2066186,Mowbray Rd At Girraween Av,-33.8054578760035,151.161129481435,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1611349266101 -33.80544518792446)
2066187,Mowbray Rd Opp Girraween Av,-33.805286707503,151.160862146721,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.16086759195713 -33.80527401939785)
2066188,Mowbray Rd Opp West Chatswood Library,-33.8058276256547,151.16325208117,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.16325752599272 -33.8058149377761)
2066189,"West Chatswood Library, Mowbray Rd",-33.8056922187047,151.163526134087,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.16353157888875 -33.80567953085069)
2066190,Mowbray Rd Before Centennial Av,-33.8060629013279,151.165886243231,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1658916876464 -33.80605021369648)
2066191,Mowbray Rd After Centennial Av,-33.8062143632156,151.165936768993,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.16594221338093 -33.80620167558996)
2066192,Mowbray Rd At Dalrymple Av,-33.8071733290074,151.16901624938,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1690216932002 -33.80716064167556)
2066193,Mowbray Rd Opp Dalrymple Av,-33.8073137302416,151.168861170731,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1688666145545 -33.8073010428963)
2066194,Mowbray Rd Opp Roslyn St,-33.80738967532,151.170343548189,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1703489917909 -33.80737698811345)
2066195,Mowbray Rd At Roslyn St,-33.8076861303382,151.171167459183,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1711729026276 -33.80767344321053)
2066196,Mars Rd At Banksia Cl,-33.8110382611191,151.150357974134,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.15036342010023 -33.81102557207558)
2066197,12 Mars Rd,-33.8111710989752,151.150159315503,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.15016476147986 -33.81115840991411)
2066198,Mars Rd At Woodcock Pl,-33.8108080265001,151.147831862584,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1478373089416 -33.810795337219645)
2066199,Mars Rd At Chaplin Dr,-33.8105829342431,151.147292081685,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.14729752814972 -33.810570244910785)
2066200,Mars Rd At Sirius Rd,-33.8105476243618,151.146200195001,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.14620564162632 -33.81053493492755)
2066201,Sirius Rd At Mars Rd,-33.8102950241424,151.146209576064,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.14621502272175 -33.810282334707246)
2066202,Sirius Rd At Apollo Pl,-33.8088765591592,151.146324525023,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1463299718539 -33.80886386972479)
2066203,Sirius Rd Opp Apollo Pl,-33.8087602669371,151.146567159138,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1465726059498 -33.808747577524485)
2066204,Orion Rd After Sirius Rd,-33.8081277301529,151.147691502325,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1476969490609 -33.808115040840555)
2066205,Orion Rd Opp Sirius Rd,-33.8082324093934,151.147793704291,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1477991509983 -33.808219720091316)
2066206,Orion Way Opp 17,-33.8070059406121,151.150767365697,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.15077281214386 -33.80699325157842)
2066207,17 Orion Way,-33.8071071550565,151.150437665993,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.15044311247337 -33.807094465992805)
2066209,"Lane Cove West Public School, Cullen St",-33.8099593790295,151.152961051211,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.15296649694992 -33.809946690220904)
2066210,Burns Bay Rd At Gentle St,-33.8138498365956,151.159690677699,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.15969612195704 -33.813837148441394)
2066211,Burns Bay Rd Opp Gentle St,-33.8137945579052,151.160260090072,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.16026553425618 -33.81378186980366)
2066212,Burns Bay Rd At Graham St,-33.8140359600815,151.162981147083,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.16298659084646 -33.814023272235254)
2066213,Burns Bay Rd Opp Graham St,-33.8140986764884,151.162725129097,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1627305728886 -33.81408598861875)
2066214,Burns Bay Rd At Tambourine Bay Rd,-33.8149503685543,151.16604793228,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.16605337548336 -33.814937681000345)
2066216,"Lane Cove Post Office, Burns Bay Rd",-33.8145204044031,151.168369405195,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.16837484812453 -33.81450771706254)
2066217,Burns Bay Rd Opp Lane Cove Post Office,-33.8146299322262,151.168061693564,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.16806713652278 -33.814617244857736)
2066218,Birdwood Av Before Longueville Rd,-33.812943282457,151.169976645997,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1699820889081 -33.81293059525522)
2066219,"Lane Cove Library, Longueville Rd",-33.8153062399645,151.169908004259,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.16991344686375 -33.81529355277291)
2066220,Burns Bay Rd Opp Fig Tree St,-33.8148300746718,151.157611723588,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1576171680117 -33.81481738633073)
2066222,Epping Rd At Mowbray Rd,-33.8018626617553,151.145640286398,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.14564573426398 -33.80184997220792)
2066227,Pacific Hwy At Allison Av,-33.8143053879892,151.177372113936,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.17737755560927 -33.8142927014866)
2066229,Epping Rd At Coxs Lane,-33.811720449352,151.168039072705,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.16804451605628 -33.81170776196099)
2066231,Epping Rd Opp Mowbray Rd,-33.802267533547,151.14539002208,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1453954699276 -33.80225484397915)
2066232,Centennial Av At Mowbray Rd,-33.8065283506557,151.166243430029,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.16624887433116 -33.80651566306084)
2066233,Mowbray Rd Opp Hinkler Cres,-33.8040594428168,151.151574636499,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.15158008322453 -33.80404675383762)
2066237,Epping Rd Before Centennial Av,-33.8111032925753,151.164976025076,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.16498146894702 -33.81109060489441)
2066240,"Tantallon Oval, Epping Rd",-33.809946107966,151.159760461448,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.1597659062182 -33.80993341979088)
2066242,Epping Rd After Moore St,-33.808863642669,151.155261023531,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.15526646908816 -33.80885095406701)
2066245,Epping Rd Before Cumberland Av,-33.8049732149854,151.149859560345,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.14986500719314 -33.80496052585287)
2066246,Epping Rd Before Johnston Cres,-33.8085545257371,151.15534319612,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.15534864170675 -33.80854183714059)
2066247,Epping Rd After Fraser St,-33.8096560702743,151.157943854734,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.15794929980225 -33.80964338192786)
2066248,Epping Rd At Munro St,-33.8100839507495,151.159680794436,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.15968623919915 -33.81007126256793)
2066249,Epping Rd After Centennial Av,-33.8109901276781,151.165391490521,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.16539693434785 -33.81097744003516)
2066250,Epping Rd Opp Cox Lane,-33.8116371784982,151.168369637748,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.16837508106323 -33.81162449113744)
2066252,Burns Bay Rd After View St,-33.8258253282637,151.150047941703,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.15005338573624 -33.825812639295094)
2066253,Burns Bay Rd Opp View St,-33.825217270861,151.149910556945,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1499160010792 -33.825204581875326)
2066254,Pengilly St At Sofala Av,-33.8203033240942,151.161223481618,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16122892479393 -33.82029063612815)
2066255,Tambourine Bay Rd Before Taleeban Rd,-33.822340090925,151.163341021644,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16334646424508 -33.82232740317062)
2066256,Longueville Rd After River Rd West,-33.822522901425,151.171781000083,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.17178644145451 -33.8225102144587)
2066258,Hamilton St After Pengilly Av,-33.8195251303197,151.161855011154,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16186045434387 -33.81951244240704)
2066260,Mowbray Rd At Mindarie St,-33.8052577013755,151.15958715205,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.15959259747194 -33.80524501315132)
2066261,Burns Bay Rd Opp Bridge St,-33.8148878796706,151.164965466388,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.16497090975423 -33.81487519201531)
2066262,"St Michael's Primary School, Longueville Rd",-33.8188316421964,151.170100979123,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.17010642122838 -33.818818955047554)
2066264,Burns Bay Rd Before Waterview Dr,-33.8196640923911,151.1510667908,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1510722355117 -33.81965140347416)
2066265,150 Epping Rd,-33.804504508941,151.146922761866,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1469282091959 -33.80449181953162)
2066266,Yallambee Rd Before Tambourine Bay Rd,-33.8219711776003,151.164391838906,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.1643972814064 -33.82195848994127)
2066267,"Lane Cove Interchange, Longueville Rd, Stand A",-33.8122667614236,151.171595237882,0,121011399,Chatswood (West) - Lane Cove North,Sydney - North Sydney and Hornsby,POINT (151.17160068065266 -33.812254074367985)
2066268,Sofala Av At College Rd South,-33.8201559016854,151.159186867906,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.15919231139245 -33.82014321352851)
2066277,Northwood Rd At Upper Cliff Rd,-33.8272997214971,151.176785157203,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.17679059722045 -33.82728703503098)
206635,Longueville Rd Opp Lane Cove Library,-33.8150136475227,151.170034107355,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.17003954998088 -33.815000960340804)
206636,Longueville Rd Opp Lane Cove Public School,-33.8159548623496,151.170177011697,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.17018245417654 -33.815942175187644)
206637,"St Michael's Parish, Longueville Rd",-33.8180230358305,151.170299149411,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1703045915963 -33.81801034869445)
206638,Longueville Rd Opp St Michael's Primary School,-33.819267297908,151.170273288228,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1702787302505 -33.81925461077827)
206639,Longueville Rd Opp Currambena Public School,-33.8214894511521,151.171169382793,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.17117482439016 -33.82147676412151)
206640,Longueville Rd Opp River Rd West,-33.8226940401152,151.172048411603,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.1720538529134 -33.82268135317504)
206641,River Rd West At William Edward St,-33.8228126116139,151.170942265809,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.17094770726146 -33.82279992457144)
206642,Warraroon Rd Opp Yallambee Rd,-33.8220862676799,151.168445634147,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16845107605317 -33.82207358039957)
206643,Yallambee Rd Opp Wangalla Rd,-33.8221440393937,151.165674070166,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.1656795124602 -33.8221313518554)
206644,"Marjorie York Park, Tambourine Bay Rd",-33.820794862864,151.164539827472,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16454527010868 -33.8207821752105)
206645,River Rd West At Tambourine Bay Rd,-33.8194577265074,151.164647620033,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16465306283322 -33.81944503885456)
206646,River Rd West At Fox St,-33.8186027802703,151.163019273721,0,121011685,Greenwich - Riverview,Sydney - North Sydney and Hornsby,POINT (151.16302471686808 -33.81859009245968)
206647,River Rd West Before Bridge St,-33.8169681298338,151.161266776308,0,121011686,Lane Cove,Sydney - North Sydney and Hornsby,POINT (151.16127221992397 -33.81695544184836)
